layer,current,proposed,cp,hardware,comment,notes
head,East End West Main West Bottom,Head 24RA Bottom,East End,IH1233,"Node: 2 Signal: 6 | OU: 1 Ports: 4,5,6",historical alias of 111RA Bottom
head,111RA Top,Head 24RA Top,East End,IH1232,"Node: 2 Signal: 0 | OU: 1 Ports: 1,2,3",historical alias
head,East End West Main West Top,Head 24RA Top,East End,IH1232,"Node: 2 Signal: 0 | OU: 1 Ports: 1,2,3",historical alias of 111RA Top
head,111RB,Head 24RB,East End,IH1236,"Node: 2 Signal: 2 | OU: 3 Ports: 6,7,8",historical alias; dwarf
head,East End West Yard Track 1,Head 24RB,East End,IH1236,"Node: 2 Signal: 2 | OU: 3 Ports: 6,7,8",historical alias; dwarf
head,100L Bottom,Head 2L Bottom,Brick,IH439,"Node: 4 Signal: 7 | OU: 3 Ports: 4,5,6",historical alias
head,Brick East Main West Bottom,Head 2L Bottom,Brick,IH439,"Node: 4 Signal: 7 | OU: 3 Ports: 4,5,6",historical alias of 100L Bottom
head,100L Top,Head 2L Top,Brick,IH438,"Node: 4 Signal: 6 | OU: 3 Ports: 1,2,3",historical alias
head,Brick East Main West Top,Head 2L Top,Brick,IH438,"Node: 4 Signal: 6 | OU: 3 Ports: 1,2,3",historical alias of 100L Top
head,110R,Head 32R,East End,IH1239,"Node: 12 Signal: 2 | OU: 2 Ports: 7 | OU: 3 Ports: 8,7",historical alias; dwarf
head,East End South OS 110,Head 32R,East End,IH1239,"Node: 12 Signal: 2 | OU: 2 Ports: 7 | OU: 3 Ports: 8,7",historical alias; dwarf
head,112L Bottom,Head 34L Bottom,East End,IH1238,"Node: 12 Signal: 1 | OU: 2 Ports: 4,5,6",historical alias
head,East End East Lead Bottom,Head 34L Bottom,East End,IH1238,"Node: 12 Signal: 1 | OU: 2 Ports: 4,5,6",historical alias of 112L Bottom
head,112L Top,Head 34L Top,East End,IH1237,"Node: 12 Signal: 0 | OU: 2 Ports: 1,2,3",historical alias
head,East End East Lead Top,Head 34L Top,East End,IH1237,"Node: 12 Signal: 0 | OU: 2 Ports: 1,2,3",historical alias of 112L Top
head,112R Bottom,Head 34R Bottom,East End,IH1241,"Node: 12 Signal: 4 | OU: 3 Ports: 4,5,6",historical alias
head,East End South OS 112 Bottom,Head 34R Bottom,East End,IH1241,"Node: 12 Signal: 4 | OU: 3 Ports: 4,5,6",historical alias of 112R Bottom
head,112R Top,Head 34R Top,East End,IH1240,"Node: 12 Signal: 3 | OU: 3 Ports: 1,2,3",historical alias
head,East End South OS 112 Top,Head 34R Top,East End,IH1240,"Node: 12 Signal: 3 | OU: 3 Ports: 1,2,3",historical alias of 112R Top
head,113RA Bottom,Head 36RA Bottom,Princess,IH136,"Node: 1 Signal: 4 | OU: 2 Ports: 4,5,6",historical alias
head,Princess West OS 113b Bottom,Head 36RA Bottom,Princess,IH136,"Node: 1 Signal: 4 | OU: 2 Ports: 4,5,6",historical alias of 113RA Bottom
head,113RA Top,Head 36RA Top,Princess,IH135,"Node: 1 Signal: 3 | OU: 2 Ports: 1,2,3",historical alias
head,Princess West OS 113b Top,Head 36RA Top,Princess,IH135,"Node: 1 Signal: 3 | OU: 2 Ports: 1,2,3",historical alias of 113RA Top
head,113RB Bottom,Head 36RB Bottom,Princess,IH138,"Node: 1 Signal: 1 | OU: 3 Ports: 4,5,6",historical alias
head,Princess West OS 113a Bottom,Head 36RB Bottom,Princess,IH138,"Node: 1 Signal: 1 | OU: 3 Ports: 4,5,6",historical alias of 113RB Bottom
head,113RB Top,Head 36RB Top,Princess,IH137,"Node: 1 Signal: 0 | OU: 3 Ports: 1,2,3",historical alias
head,Princess West OS 113a Top,Head 36RB Top,Princess,IH137,"Node: 1 Signal: 0 | OU: 3 Ports: 1,2,3",historical alias of 113RB Top
head,114LA,Head 38LA,Princess,IH143,"Node: 1 Signal: 11 | OU: 3 Ports: 7,8 | OU: 2 Ports: 7",historical alias; dwarf
head,Princess East K-2,Head 38LA,Princess,IH143,"Node: 1 Signal: 11 | OU: 3 Ports: 7,8 | OU: 2 Ports: 7",historical alias; dwarf
head,114LB Bottom,Head 38LB Bottom,Princess,IH140,"Node: 1 Signal: 8 | OU: 4 Ports: 4,5,6",historical alias
head,Princess South McKeesport Bottom,Head 38LB Bottom,Princess,IH140,"Node: 1 Signal: 8 | OU: 4 Ports: 4,5,6",historical alias of 114LB Bottom
head,114LB Top,Head 38LB Top,Princess,IH139,"Node: 1 Signal: 7 | OU: 4 Ports: 1,2,3",historical alias
head,Princess South McKeesport Top,Head 38LB Top,Princess,IH139,"Node: 1 Signal: 7 | OU: 4 Ports: 1,2,3",historical alias of 114LB Top
head,115LA,Head 40LA,Princess,IH142,"Node: 11 Signal: 4 | OU: 3 Ports: 1,2,3",historical alias; dwarf
head,Princess East K-1,Head 40LA,Princess,IH142,"Node: 11 Signal: 4 | OU: 3 Ports: 1,2,3",historical alias; dwarf
head,115LB Bottom,Head 40LB Bottom,Princess,IH133,"Node: 11 Signal: 3 | OU: 2 Ports: 4,5,6",historical alias
head,Princess North McKees Rocks Bottom,Head 40LB Bottom,Princess,IH133,"Node: 11 Signal: 3 | OU: 2 Ports: 4,5,6",historical alias of 115LB Bottom
head,115LB Top,Head 40LB Top,Princess,IH132,"Node: 11 Signal: 0 | OU: 2 Ports: 1,2,3",historical alias
head,Princess North McKees Rocks Top,Head 40LB Top,Princess,IH132,"Node: 11 Signal: 0 | OU: 2 Ports: 1,2,3",historical alias of 115LB Top
head,101RA,Head 4RA,Brick,IH436,"Node: 4 Signal: 4 | OU: 4 Ports: 1,2,3",historical alias; dwarf
head,Brick West Yard 1,Head 4RA,Brick,IH436,"Node: 4 Signal: 4 | OU: 4 Ports: 1,2,3",historical alias; dwarf
head,101RB,Head 4RB,Brick,IH437,"Node: 4 Signal: 5 | OU: 4 Ports: 4,5,6",historical alias; dwarf
head,Brick West Yard 2,Head 4RB,Brick,IH437,"Node: 4 Signal: 5 | OU: 4 Ports: 4,5,6",historical alias; dwarf
head,102LA,Head 6LA,Plane,IH434,"Node: 4 Signal: 2 | OU: 2 Ports: 7 | OU: 3 Ports: 8,7",historical alias; dwarf; was Top of 2-head (IH435 removed)
head,Plane East OS 102,Head 6LA,Plane,IH434,"Node: 4 Signal: 2 | OU: 2 Ports: 7 | OU: 3 Ports: 8,7",historical alias; dwarf; was Top of 2-head
head,102LB Bottom,Head 6LB Bottom,Plane,IH433,"Node: 4 Signal: 1 | OU: 2 Ports: 4,5,6",historical alias
head,Plane East East Main Ext Bottom,Head 6LB Bottom,Plane,IH433,"Node: 4 Signal: 1 | OU: 2 Ports: 4,5,6",historical alias of 102LB Bottom
head,102LB Top,Head 6LB Top,Plane,IH432,"Node: 4 Signal: 0 | OU: 2 Ports: 1,2,3",historical alias
head,Plane East East Main Ext Top,Head 6LB Top,Plane,IH432,"Node: 4 Signal: 0 | OU: 2 Ports: 1,2,3",historical alias of 102LB Top
head,117LA Bottom,Head 8LA Bottom,Barn,IH1338,"Node: 13 Signal: 6 | OU: 2 Ports: 4,5,6",historical alias
head,West Yard East OS 117b Bottom,Head 8LA Bottom,Barn,IH1338,"Node: 13 Signal: 6 | OU: 2 Ports: 4,5,6",historical alias of 117LA Bottom
head,117LA Top,Head 8LA Top,Barn,IH1337,"Node: 13 Signal: 5 | OU: 2 Ports: 1,2,3",historical alias
head,West Yard East OS 117b Top,Head 8LA Top,Barn,IH1337,"Node: 13 Signal: 5 | OU: 2 Ports: 1,2,3",historical alias of 117LA Top
head,117LB,Head 8LB,Barn,IH1334,"Node: 13 Signal: 2 | OU: 2 Ports: 7,8 | OU: 4 Ports: 7",historical alias; dwarf
head,West Yard East Yard T6,Head 8LB,Barn,IH1334,"Node: 13 Signal: 2 | OU: 2 Ports: 7,8 | OU: 4 Ports: 7",historical alias; dwarf
head,117RA Bottom,Head 8RA Bottom,Barn,IH1333,"Node: 13 Signal: 1 | OU: 1 Ports: 4,5,6",historical alias
head,West Yard West OS 117 Bottom,Head 8RA Bottom,Barn,IH1333,"Node: 13 Signal: 1 | OU: 1 Ports: 4,5,6",historical alias of 117RA Bottom
head,117RA Top,Head 8RA Top,Barn,IH1332,"Node: 13 Signal: 0 | OU: 1 Ports: 1,2,3",historical alias
head,West Yard West OS 117 Top,Head 8RA Top,Barn,IH1332,"Node: 13 Signal: 0 | OU: 1 Ports: 1,2,3",historical alias of 117RA Top
head,117RB Bottom,Head 8RB Bottom,Barn,IH1336,"Node: 13 Signal: 4 | OU: 4 Ports: 4,5,6",historical alias
head,West Yard West East Main Ext Bottom,Head 8RB Bottom,Barn,IH1336,"Node: 13 Signal: 4 | OU: 4 Ports: 4,5,6",historical alias of 117RB Bottom
head,117RB Top,Head 8RB Top,Barn,IH1335,"Node: 13 Signal: 3 | OU: 4 Ports: 1,2,3",historical alias
head,West Yard West East Main Ext Top,Head 8RB Top,Barn,IH1335,"Node: 13 Signal: 3 | OU: 4 Ports: 1,2,3",historical alias of 117RB Top
fb,FB Switch 1 N,FB Switch 1 N,,M2S470,Node: 4 Sensor: 3 | IN: 1 Ports: 1,
fb,FB Switch 1 R,FB Switch 1 R,,M2S471,Node: 4 Sensor: 4 | IN: 1 Ports: 2,
fb,FB Switch 11 N,FB Switch 11 N,,M2S1369,Node: 13 Sensor: 2 | IN: 1 Ports: 3,
fb,FB Switch 11 R,FB Switch 11 R,,M2S1370,Node: 13 Sensor: 3 | IN: 1 Ports: 4,
fb,FB Switch 13 N,FB Switch 13 N,,M2S476,Node: 4 Sensor: 9 | IN: 1 Ports: 7,
fb,FB Switch 13 R,FB Switch 13 R,,M2S477,Node: 4 Sensor: 10 | IN: 1 Ports: 8,
fb,FB Switch 15 N,FB Switch 15 N,,M2S367,Node: 3 Sensor: 0 | IN: 1 Ports: 1,
fb,FB Switch 15 R,FB Switch 15 R,,M2S368,Node: 3 Sensor: 1 | IN: 1 Ports: 2,
fb,FB Switch 17 N,FB Switch 17 N,,M2S369,Node: 3 Sensor: 2 | IN: 1 Ports: 3,
fb,FB Switch 17 R,FB Switch 17 R,,M2S370,Node: 3 Sensor: 3 | IN: 1 Ports: 4,
fb,FB Switch 19 N,FB Switch 19 N,,M2S371,Node: 3 Sensor: 4 | IN: 1 Ports: 5,
fb,FB Switch 19 R,FB Switch 19 R,,M2S372,Node: 3 Sensor: 5 | IN: 1 Ports: 6,
fb,FB Switch 21 N,FB Switch 21 N,,M2S373,Node: 3 Sensor: 6 | IN: 1 Ports: 7,
fb,FB Switch 21 R,FB Switch 21 R,,M2S374,Node: 3 Sensor: 7 | IN: 1 Ports: 8,
fb,FB Switch 23 N,FB Switch 23 N,,M2S1275,Node: 12 Sensor: 8 | IN: 3 Ports: 1,
fb,FB Switch 23 R,FB Switch 23 R,,M2S1276,Node: 12 Sensor: 9 | IN: 3 Ports: 2,
fb,FB Switch 25 N,FB Switch 25 N,,M2S1267,Node: 12 Sensor: 0 | IN: 1 Ports: 1,
fb,FB Switch 25 R,FB Switch 25 R,,M2S1268,Node: 12 Sensor: 1 | IN: 1 Ports: 2,
fb,FB Switch 27 N,FB Switch 27 N,,M2S1269,Node: 12 Sensor: 2 | IN: 1 Ports: 3,
fb,FB Switch 27 R,FB Switch 27 R,,M2S1270,Node: 12 Sensor: 3 | IN: 1 Ports: 4,
fb,FB Switch 29 N,FB Switch 29 N,,M2S1271,Node: 12 Sensor: 4 | IN: 1 Ports: 5,
fb,FB Switch 29 R,FB Switch 29 R,,M2S1272,Node: 12 Sensor: 5 | IN: 1 Ports: 6,
fb,FB Switch 3 N,FB Switch 3 N,,M2S472,Node: 4 Sensor: 5 | IN: 1 Ports: 3,
fb,FB Switch 3 R,FB Switch 3 R,,M2S473,Node: 4 Sensor: 6 | IN: 1 Ports: 4,
fb,FB Switch 31 N,FB Switch 31 N,,M2S1273,Node: 12 Sensor: 6 | IN: 1 Ports: 7,
fb,FB Switch 31 R,FB Switch 31 R,,M2S1274,Node: 12 Sensor: 7 | IN: 1 Ports: 8,
fb,FB Switch 33 N,FB Switch 33 N,,M2S1277,Node: 12 Sensor: 10 | IN: 3 Ports: 3,
fb,FB Switch 33 R,FB Switch 33 R,,M2S1278,Node: 12 Sensor: 11 | IN: 3 Ports: 4,
fb,FB Switch 35 N,FB Switch 35 N,,M2S167,Node: 1 Sensor: 0 | IN: 1 Ports: 1,
fb,FB Switch 35 R,FB Switch 35 R,,M2S168,Node: 1 Sensor: 1 | IN: 1 Ports: 2,
fb,FB Switch 37 N,FB Switch 37 N,,M2S169,Node: 1 Sensor: 2 | IN: 1 Ports: 3,
fb,FB Switch 37 R,FB Switch 37 R,,M2S170,Node: 1 Sensor: 3 | IN: 1 Ports: 4,
fb,FB Switch 39 N,FB Switch 39 N,,M2S171,Node: 1 Sensor: 4 | IN: 1 Ports: 5,
fb,FB Switch 39 R,FB Switch 39 R,,M2S172,Node: 1 Sensor: 5 | IN: 1 Ports: 6,
fb,FB Switch 5 N,FB Switch 5 N,,M2S474,Node: 4 Sensor: 7 | IN: 1 Ports: 5,
fb,FB Switch 5 R,FB Switch 5 R,,M2S475,Node: 4 Sensor: 8 | IN: 1 Ports: 6,
fb,FB Switch 7 N,FB Switch 7 N,,M2S1367,Node: 13 Sensor: 0 | IN: 1 Ports: 1,
fb,FB Switch 7 R,FB Switch 7 R,,M2S1368,Node: 13 Sensor: 1 | IN: 1 Ports: 2,
fb,FB Switch 9 N,FB Switch 9 N,,M2S1371,Node: 13 Sensor: 4 | IN: 1 Ports: 5,
fb,FB Switch 9 R,FB Switch 9 R,,M2S1372,Node: 13 Sensor: 5 | IN: 1 Ports: 6,
fb,Switch 4-1 FB N,FB Switch 1 N,,M2S470,Node: 4 Sensor: 3 | IN: 1 Ports: 1,historical alias; canvas FB Switch N N/R
fb,Switch 4-1 FB R,FB Switch 1 R,,M2S471,Node: 4 Sensor: 4 | IN: 1 Ports: 2,historical alias; canvas FB Switch N N/R
fb,Switch 13-2 FB N,FB Switch 11 N,,M2S1369,Node: 13 Sensor: 2 | IN: 1 Ports: 3,historical alias; canvas FB Switch N N/R
fb,Switch 13-2 FB R,FB Switch 11 R,,M2S1370,Node: 13 Sensor: 3 | IN: 1 Ports: 4,historical alias; canvas FB Switch N N/R
fb,Switch 4-4 FB N,FB Switch 13 N,,M2S476,Node: 4 Sensor: 9 | IN: 1 Ports: 7,historical alias; canvas FB Switch N N/R
fb,Switch 4-4 FB R,FB Switch 13 R,,M2S477,Node: 4 Sensor: 10 | IN: 1 Ports: 8,historical alias; canvas FB Switch N N/R
fb,Switch 3-1 FB N,FB Switch 15 N,,M2S367,Node: 3 Sensor: 0 | IN: 1 Ports: 1,historical alias; canvas FB Switch N N/R
fb,Switch 3-1 FB R,FB Switch 15 R,,M2S368,Node: 3 Sensor: 1 | IN: 1 Ports: 2,historical alias; canvas FB Switch N N/R
fb,Switch 3-2 FB N,FB Switch 17 N,,M2S369,Node: 3 Sensor: 2 | IN: 1 Ports: 3,historical alias; canvas FB Switch N N/R
fb,Switch 3-2 FB R,FB Switch 17 R,,M2S370,Node: 3 Sensor: 3 | IN: 1 Ports: 4,historical alias; canvas FB Switch N N/R
fb,Switch 3-3 FB N,FB Switch 19 N,,M2S371,Node: 3 Sensor: 4 | IN: 1 Ports: 5,historical alias; canvas FB Switch N N/R
fb,Switch 3-3 FB R,FB Switch 19 R,,M2S372,Node: 3 Sensor: 5 | IN: 1 Ports: 6,historical alias; canvas FB Switch N N/R
fb,Switch 3-4 FB N,FB Switch 21 N,,M2S373,Node: 3 Sensor: 6 | IN: 1 Ports: 7,historical alias; canvas FB Switch N N/R
fb,Switch 3-4 FB R,FB Switch 21 R,,M2S374,Node: 3 Sensor: 7 | IN: 1 Ports: 8,historical alias; canvas FB Switch N N/R
fb,Switch 12-5 FB N,FB Switch 23 N,,M2S1275,Node: 12 Sensor: 8 | IN: 3 Ports: 1,historical alias; canvas FB Switch N N/R
fb,Switch 12-5 FB R,FB Switch 23 R,,M2S1276,Node: 12 Sensor: 9 | IN: 3 Ports: 2,historical alias; canvas FB Switch N N/R
fb,Switch 12-1 FB N,FB Switch 25 N,,M2S1267,Node: 12 Sensor: 0 | IN: 1 Ports: 1,historical alias; canvas FB Switch N N/R
fb,Switch 12-1 FB R,FB Switch 25 R,,M2S1268,Node: 12 Sensor: 1 | IN: 1 Ports: 2,historical alias; canvas FB Switch N N/R
fb,Switch 12-2 FB N,FB Switch 27 N,,M2S1269,Node: 12 Sensor: 2 | IN: 1 Ports: 3,historical alias; canvas FB Switch N N/R
fb,Switch 12-2 FB R,FB Switch 27 R,,M2S1270,Node: 12 Sensor: 3 | IN: 1 Ports: 4,historical alias; canvas FB Switch N N/R
fb,Switch 12-3 FB N,FB Switch 29 N,,M2S1271,Node: 12 Sensor: 4 | IN: 1 Ports: 5,historical alias; canvas FB Switch N N/R
fb,Switch 12-3 FB R,FB Switch 29 R,,M2S1272,Node: 12 Sensor: 5 | IN: 1 Ports: 6,historical alias; canvas FB Switch N N/R
fb,Switch 4-2 FB N,FB Switch 3 N,,M2S472,Node: 4 Sensor: 5 | IN: 1 Ports: 3,historical alias; canvas FB Switch N N/R
fb,Switch 4-2 FB R,FB Switch 3 R,,M2S473,Node: 4 Sensor: 6 | IN: 1 Ports: 4,historical alias; canvas FB Switch N N/R
fb,Switch 12-4 FB N,FB Switch 31 N,,M2S1273,Node: 12 Sensor: 6 | IN: 1 Ports: 7,historical alias; canvas FB Switch N N/R
fb,Switch 12-4 FB R,FB Switch 31 R,,M2S1274,Node: 12 Sensor: 7 | IN: 1 Ports: 8,historical alias; canvas FB Switch N N/R
fb,Switch 12-6 FB N,FB Switch 33 N,,M2S1277,Node: 12 Sensor: 10 | IN: 3 Ports: 3,historical alias; canvas FB Switch N N/R
fb,Switch 12-6 FB R,FB Switch 33 R,,M2S1278,Node: 12 Sensor: 11 | IN: 3 Ports: 4,historical alias; canvas FB Switch N N/R
fb,Switch 1-1 FB N,FB Switch 35 N,,M2S167,Node: 1 Sensor: 0 | IN: 1 Ports: 1,historical alias; canvas FB Switch N N/R
fb,Switch 1-1 FB R,FB Switch 35 R,,M2S168,Node: 1 Sensor: 1 | IN: 1 Ports: 2,historical alias; canvas FB Switch N N/R
fb,Switch 1-2 FB N,FB Switch 37 N,,M2S169,Node: 1 Sensor: 2 | IN: 1 Ports: 3,historical alias; canvas FB Switch N N/R
fb,Switch 1-2 FB R,FB Switch 37 R,,M2S170,Node: 1 Sensor: 3 | IN: 1 Ports: 4,historical alias; canvas FB Switch N N/R
fb,Switch 1-3 FB N,FB Switch 39 N,,M2S171,Node: 1 Sensor: 4 | IN: 1 Ports: 5,historical alias; canvas FB Switch N N/R
fb,Switch 1-3 FB R,FB Switch 39 R,,M2S172,Node: 1 Sensor: 5 | IN: 1 Ports: 6,historical alias; canvas FB Switch N N/R
fb,Switch 4-3 FB N,FB Switch 5 N,,M2S474,Node: 4 Sensor: 7 | IN: 1 Ports: 5,historical alias; canvas FB Switch N N/R
fb,Switch 4-3 FB R,FB Switch 5 R,,M2S475,Node: 4 Sensor: 8 | IN: 1 Ports: 6,historical alias; canvas FB Switch N N/R
fb,Switch 13-1 FB N,FB Switch 7 N,,M2S1367,Node: 13 Sensor: 0 | IN: 1 Ports: 1,historical alias; canvas FB Switch N N/R
fb,Switch 13-1 FB R,FB Switch 7 R,,M2S1368,Node: 13 Sensor: 1 | IN: 1 Ports: 2,historical alias; canvas FB Switch N N/R
fb,Switch 13-3 FB N,FB Switch 9 N,,M2S1371,Node: 13 Sensor: 4 | IN: 1 Ports: 5,historical alias; canvas FB Switch N N/R
fb,Switch 13-3 FB R,FB Switch 9 R,,M2S1372,Node: 13 Sensor: 5 | IN: 1 Ports: 6,historical alias; canvas FB Switch N N/R
